Civil_Status,Age,Children,Education_Level,Income,Total_Purchase,Wines,Fruits,Meat,Fish,Vegetables,Bread,Purchase_with_discounts,Online_Purchase,Store_Purchase,Web_visit
Divorced_Widowed,66,2,Bachelors,58275,615,189,10,253,56,43,64,6,8,7,7
Married,40,1,Postgraduate,44953,1021,728,17,133,11,8,124,1,7,13,6
Married,68,3,Bachelors,34587,22,7,2,9,2,0,2,2,1,3,4
Married,47,2,Postgraduate,43018,133,35,4,17,7,6,64,1,2,2,5
Married,67,2,Postgraduate,45736,437,188,3,180,20,3,43,5,7,6,7
Married,52,2,Postgraduate,66476,1013,742,28,152,25,9,57,2,6,10,4
Married,40,2,High School,27733,57,0,7,5,26,2,17,2,2,3,7
Married,69,2,Postgraduate,69805,1038,750,71,174,13,10,20,2,6,11,2
Single,59,0,Postgraduate,72217,1573,816,42,450,55,56,154,1,3,8,2
Divorced_Widowed,50,1,Bachelors,25818,28,5,2,8,2,2,9,1,0,2,7
Married,45,2,Postgraduate,37509,123,37,5,56,12,8,5,2,3,4,7
Married,45,3,High School,25176,13,4,0,4,0,0,5,1,1,2,7
Married,41,2,Bachelors,43586,132,99,2,11,4,0,16,3,3,4,8
Married,65,2,High School,53230,732,176,72,98,136,21,229,4,5,12,5
Married,64,3,Bachelors,50116,66,54,0,10,0,0,2,2,1,4,5
Married,49,1,Bachelors,84906,1631,997,15,414,99,30,76,1,5,12,2
Married,55,2,Bachelors,61286,608,356,0,107,19,9,117,2,7,8,5
Married,35,1,Postgraduate,82333,1822,1311,0,359,46,89,17,1,4,10,2
Married,56,1,Postgraduate,65220,1282,890,63,292,0,25,12,4,8,7,6
Married,47,4,Bachelors,33590,8,4,0,2,0,0,2,1,1,2,7
Divorced_Widowed,45,1,Bachelors,30992,43,17,0,14,7,3,2,1,1,3,7
Single,45,0,Postgraduate,72309,1931,960,0,883,50,38,0,1,5,8,3
Married,41,2,High School,16005,103,1,3,2,20,30,47,3,2,2,8
Single,64,0,Postgraduate,65487,1169,240,67,500,199,0,163,3,3,6,2
Married,56,2,Bachelors,58692,395,301,11,61,4,7,11,1,8,4,7
Divorced_Widowed,52,2,Bachelors,40590,258,154,0,50,6,11,37,5,3,3,6
Divorced_Widowed,51,1,Bachelors,20587,25,2,3,6,4,1,9,1,1,2,7
Divorced_Widowed,67,1,Postgraduate,62637,185,104,12,48,4,12,5,1,2,5,2
Divorced_Widowed,55,2,Postgraduate,29435,180,70,3,37,4,2,64,4,3,2,9
Divorced_Widowed,47,1,Bachelors,19346,22,2,0,9,3,6,2,1,1,3,8
Married,50,3,Bachelors,35788,44,23,2,11,3,1,4,2,2,3,6
Divorced_Widowed,53,2,Bachelors,36997,94,43,4,12,8,0,27,5,2,4,5
Married,64,1,Bachelors,23539,81,4,24,11,16,1,25,1,2,4,6
Divorced_Widowed,48,1,Bachelors,65333,798,654,7,92,0,15,30,7,9,8,6
Single,64,0,Bachelors,78499,1334,912,72,170,47,36,97,1,11,4,4
Married,50,2,Postgraduate,29732,38,25,0,8,0,1,4,1,2,2,9
Married,61,4,Postgraduate,41275,61,24,4,22,0,2,9,4,3,3,5
Married,48,3,Postgraduate,63516,300,141,11,114,15,14,5,4,4,7,5
Married,59,2,Postgraduate,42769,88,71,0,13,3,1,0,2,1,4,4
Married,63,3,Postgraduate,49572,54,35,1,16,0,1,1,2,2,3,7
Married,49,1,Bachelors,69209,1782,496,32,849,229,48,128,2,5,6,4
Married,45,2,Bachelors,17148,68,9,9,11,13,10,16,4,3,3,8
Divorced_Widowed,52,2,Bachelors,40590,258,154,0,50,6,11,37,5,3,3,6
Married,45,2,Postgraduate,30560,31,9,1,5,4,5,7,1,1,3,7
Married,38,2,High School,32146,66,26,3,23,4,7,3,2,2,4,6
Divorced_Widowed,57,2,High School,41713,174,77,8,44,10,10,25,5,3,4,6
Married,46,2,Postgraduate,34176,28,11,2,7,4,2,2,1,1,3,3
Married,66,2,Postgraduate,58482,731,576,7,115,19,7,7,2,7,9,6
Divorced_Widowed,56,1,Bachelors,59686,274,89,15,89,34,42,5,1,4,6,4
Married,57,2,Postgraduate,60896,1701,1013,30,399,60,46,153,3,9,4,6
Married,41,2,Bachelors,62994,312,224,12,48,4,12,12,1,6,4,6
Married,64,2,Bachelors,47320,414,200,19,111,50,15,19,6,5,8,6
Single,72,0,High School,74859,1565,570,73,614,133,102,73,1,6,11,3
Divorced_Widowed,29,1,High School,15253,29,1,3,3,8,1,13,2,1,3,7
Divorced_Widowed,47,1,Postgraduate,31560,94,62,1,20,4,0,7,2,2,3,8
Divorced_Widowed,67,1,Bachelors,72071,1338,531,69,300,150,138,150,3,5,8,2
Single,31,0,Postgraduate,91172,1092,162,28,818,0,28,56,0,4,7,3
Married,37,1,Bachelors,90000,1479,675,144,133,94,192,241,1,4,5,1
Divorced_Widowed,40,2,Bachelors,41967,54,23,4,10,0,2,15,1,1,3,4
Divorced_Widowed,56,1,Bachelors,69263,568,492,5,32,13,5,21,1,9,7,6
Single,51,0,High School,65706,1199,918,10,129,13,0,129,1,11,12,7
Married,46,2,Bachelors,60934,873,224,155,155,192,93,54,2,6,11,4
Married,70,2,Bachelors,71965,1213,572,19,286,50,38,248,3,6,5,3
Married,66,2,Bachelors,65210,731,626,0,70,0,7,28,2,9,8,6
Married,46,1,Postgraduate,79174,2043,1074,37,518,193,92,129,1,5,7,2
Single,54,0,Postgraduate,81380,1893,741,68,689,224,68,103,1,4,10,2
Divorced_Widowed,48,1,Postgraduate,48432,424,322,3,50,4,3,42,5,7,6,8
Married,50,2,Bachelors,52914,575,254,10,44,30,10,227,2,7,3,7
Married,66,2,Bachelors,38946,257,116,6,82,6,6,41,2,3,6,5
Married,47,2,Bachelors,26067,56,22,2,18,0,2,12,3,3,3,8
Married,49,2,Postgraduate,44325,542,516,0,21,0,0,5,4,8,7,8
Married,57,1,Bachelors,42523,125,14,36,11,3,26,35,1,1,4,2
Divorced_Widowed,43,1,High School,26487,69,2,8,10,12,14,23,3,2,3,5
Married,64,2,High School,53233,40,28,0,9,3,0,0,1,1,3,4
Married,61,2,Bachelors,67716,1016,530,142,217,62,9,56,4,7,13,5
Married,49,2,Postgraduate,76234,907,519,50,167,130,0,41,1,8,11,3
Married,65,1,Postgraduate,84117,1566,611,76,749,59,45,26,1,7,6,2
Married,64,1,Postgraduate,65487,1169,240,67,500,199,0,163,3,3,6,2
Married,49,2,High School,25224,46,4,9,12,11,2,8,2,1,3,3
Single,38,0,Postgraduate,89616,1644,671,47,655,145,111,15,1,7,12,2
Divorced_Widowed,50,2,Bachelors,40851,59,23,1,7,0,4,24,1,1,2,7
Married,74,1,Bachelors,27469,17,9,1,2,3,2,0,1,0,3,6
Married,64,1,High School,82347,1853,556,54,845,202,133,63,1,7,10,3
Married,64,2,Bachelors,73803,1528,833,80,363,52,26,174,2,9,6,6
Divorced_Widowed,69,2,Postgraduate,8820,35,12,0,13,4,2,4,4,3,3,8
Single,47,0,Bachelors,43322,141,56,7,48,10,2,18,1,3,4,7
Married,48,2,Bachelors,55593,546,293,8,124,11,4,106,2,6,3,6
Married,67,3,Bachelors,50501,500,297,0,38,13,0,152,7,5,4,6
Married,46,3,Bachelors,37085,61,39,1,16,2,0,3,4,3,3,8
Divorced_Widowed,31,1,High School,16185,106,5,11,16,21,8,45,2,2,2,8
Divorced_Widowed,52,1,Bachelors,57731,704,266,21,300,65,8,44,4,8,6,6
Divorced_Widowed,48,1,Postgraduate,48432,424,322,3,50,4,3,42,5,7,6,8
Married,43,2,Bachelors,73807,849,366,124,156,71,78,54,2,5,11,2
Married,31,1,Bachelors,18929,85,32,0,8,23,4,18,1,1,4,6
Divorced_Widowed,53,2,Bachelors,35893,199,158,0,23,0,0,18,6,3,5,8
Married,41,2,Bachelors,61014,1147,269,129,495,182,43,29,4,9,4,7
Married,67,3,Bachelors,32144,54,41,0,10,0,0,3,4,2,3,7
Married,58,2,High School,14918,43,3,3,3,15,4,15,1,1,3,6
Divorced_Widowed,58,2,Bachelors,45146,53,33,0,5,0,0,15,2,1,2,4
Divorced_Widowed,66,1,High School,41769,521,302,29,131,32,0,27,6,8,7,8
Married,40,1,Bachelors,88325,1623,519,71,860,93,27,53,1,6,9,2
Divorced_Widowed,71,2,Postgraduate,38054,45,23,2,17,2,1,0,2,2,3,7
Single,26,0,High School,80617,1435,594,51,631,72,55,32,1,4,8,2
Married,45,2,Bachelors,5305,32,12,4,7,1,3,5,0,1,0,13
Married,67,3,Bachelors,36807,16,4,2,5,0,0,5,1,1,2,6
Married,38,2,Bachelors,28427,52,18,3,19,3,3,6,2,2,3,8
Single,73,0,Postgraduate,82032,1234,332,194,377,149,125,57,0,4,7,1
Married,43,2,Bachelors,22775,15,5,1,8,0,0,1,1,1,2,8
Married,36,2,Postgraduate,40101,415,171,3,129,26,24,62,4,6,6,7
Married,42,2,Bachelors,58025,470,270,31,88,11,48,22,3,3,10,4
Single,39,0,Postgraduate,75777,1438,712,26,538,69,13,80,1,3,11,1
Married,42,2,High School,7500,53,2,8,11,3,8,21,4,3,2,7
Married,58,4,Postgraduate,33562,51,21,12,12,0,3,3,3,2,4,4
Divorced_Widowed,51,1,Postgraduate,57642,679,580,6,58,8,0,27,3,7,6,4
Married,53,3,Bachelors,58554,586,368,24,68,38,0,88,6,8,6,7
Married,42,3,Bachelors,63777,653,457,5,106,15,17,53,8,11,6,8
Divorced_Widowed,59,1,Bachelors,57967,468,229,7,137,4,0,91,5,4,8,5
Married,49,3,Bachelors,24434,50,3,2,8,20,0,17,2,2,2,7
Divorced_Widowed,37,1,Bachelors,11012,84,24,3,26,7,1,23,3,3,2,9
Single,51,0,Postgraduate,44802,1049,853,10,143,13,10,20,2,9,12,8
Single,35,0,Bachelors,26816,22,5,1,6,3,4,3,1,0,3,4
Married,47,2,Bachelors,34421,30,3,3,7,6,2,9,1,1,2,7
Married,54,2,Bachelors,61223,1341,709,43,182,42,118,247,2,9,4,5
Married,75,4,Postgraduate,64014,444,406,0,30,0,0,8,7,8,5,7
Single,40,0,Bachelors,56981,1241,908,48,217,32,12,24,1,2,13,6
Married,65,2,Postgraduate,69245,843,428,30,214,80,30,61,2,6,10,3
Married,67,3,Postgraduate,52869,172,84,3,61,2,1,21,3,3,4,7
